ID,Title,Status,Review,# Reviews,OveMer,Abstract,Authors,Tags,CategoryLabel,ctgyorder,publish
61,Redirects Unraveled: From Lost Links to Rickrolls,Accepted,Primary,2,3 3,"URI redirections are essential for managing website structure, improving search engine rankings, and enhancing security. However, they also introduce challenges that affect user experience, web performance, and long-term content accessibility. This study analyzes 11 million unique redirecting URIs, following each redirection path for up to 10 steps to uncover common patterns and their implications. We found that while half of all redirections successfully led to their intended destination, the other half resulted in errors, including a small fraction (0.06%) that exceeded the 10-hop limit, causing inefficiencies. Standard redirections, such as HTTP-to-HTTPS upgrades, generally followed best practices, but many involved domain or path changes, reflecting website migrations, rebranding efforts, and security risks. A surprising discovery was the presence of ""sink"" URIs—endpoints where multiple redirects converge—used for traffic consolidation by major websites or even playful misdirections like ""Rickrolling."" Additionally, we identified 62,000 custom 404 error pages, many of which were ""soft 404s,"" where missing content was incorrectly treated as valid, leading to wasted resources. These findings highlight the significant role of URI redirections in shaping the web and reveal critical challenges such as outdated links, server instability, and improper error handling. By examining large-scale redirection data, this research provides valuable insights to web developers, digital archivists, and researchers, helping them improve website efficiency, optimize resources, and ensure the long-term accessibility of online content.","Kritika Garg (Old Dominion University); Sawood Alam (Internet Archive); Michele C. Weigle, Michael L. Nelson (Old Dominion University)",#StudentPosters,Posters,4,TRUE
63,Computational Analysis of Urbanization's Impact on Water Quality Using Earth Observation and GIS,Accepted,,2,3 3,"Urbanization's impact on water quality in the Chesapeake Bay, particularly in the Hampton Roads region, is analyzed through a computational framework that integrates Earth Observation (EO) data and statistical modeling. Landsat 8 imagery and Copernicus Global Land Cover Layers quantify urban expansion, while a well-established algorithm retrieves Total Suspended Material (TSM) from EO data. Multiple linear regression modeling examines the relationship between TSM and key urbanization indicators—population density and percentage of built-up land. This computational approach enables efficient data integration, processing, and analysis, revealing a significant correlation between urbanization and TSM levels. While causation is not established, the study highlights the power of EO-driven computational methods in assessing environmental impacts, offering a scalable and cost-effective methodology for future research.",Zahra Rizvi (College of William & Mary); Sophia Rizvi (Grafton High School),#StudentPosters,Posters,4,TRUE
65,Crowdsourced Litter Mapping: A Smart App for Community Cleanup,Accepted,,2,3 3,"Litter pollution poses a significant environmental challenge, affecting the aesthetics and health of communities. To address this issue, a mobile application has been developed that leverages crowdsourcing, machine learning, and geospatial technology to empower individuals in tracking and reducing litter. Users can photograph litter, automatically geo-tag images, and receive AI-generated recommendations for categorization. A Smart Litter Grabber, integrated with Bluetooth functionality, enhances the user experience by automating data collection during cleanup efforts. The app also provides real-time analytics to optimize waste management strategies. This technology-driven approach demonstrates how computation and community engagement can drive impactful environmental solutions.",Zahra Rizvi (College of William & Mary); Sophia Rizvi (Grafton High School),#StudentPosters,Posters,4,TRUE
69,A Solution for Seizures: Developing Machine-Learning Algorithms For Use In Real-Time Seizure Detection Applications,Accepted,,2,3 3,"Approximately 1 in 26 people develop epilepsy throughout their lifetime, accounting for 0.5% of worldwide disease, with an average cost-per-patient of $30,000 a year on epileptic healthcare. Beyond the financial cost, epilepsy takes a physical and emotional toll on those affected, creating the need for improved patient-centered care. Due to the lack of accessible, patient-operated real-time seizure prediction, this research focuses on creating a prediction platform to mitigate the impact of seizures and improve the quality of life for epileptic patients. The aim is to develop a mobile application connecting real-time data from a take-home electroencephalogram (EEG) device to a continuously running machine learning model. The model detects the preictal state that occurs before an unprovoked seizure, allowing users to be alerted of an upcoming seizure. To develop and optimize this model, we explore linear regression, long short-term memory networks, and other solutions. The CHB-MIT Scalp EEG Database, alongside additional publicly available datasets regarding epileptic seizures, are utilized. Developing this application and machine-learning model could have a far-reaching impact on epileptic symptom management. Knowledge of when unprovoked seizures are about to occur would give patients time to take precautionary measures such as finding a safe position and environment. It would also permit those dealing with epilepsy to perform activities they would not have been able to otherwise, such as operating certain types of machinery, and accelerate an overall improvement in epileptic quality of life.","Riva Jain, Ameen Harandi, Malaysia Schaffer, Ishita Punna, Sehrish Basir Nizamani (Virginia Tech)",#StudentPosters,Posters,4,TRUE
77,Praxly: An Online IDE for the Praxis CS Test Pseudocode,Accepted,,2,3 3,"CodeVA offers a 15-week professional development course for Virginia K-12 teachers to prepare for the Praxis CS test. Teachers who pass this standardized test fulfill licensure requirements to teach advanced CS courses in public schools. The test uses a pseudocode language that is quite different from traditional programming languages. Previously, teachers have not had an easy way to trace the execution of pseudocode programs when learning and practicing. To help, we have created an online development environment, named Praxly, that visualizes and runs pseudocode programs, providing a space in which teachers can practice. This talk highlights Praxly's features and implementation details, outlines early research results, and discusses next steps for the project. Praxly supports bidirectional synchronization between both text-based and block-based editors, a step debugger, and dozens of built-in example programs. We have recently embedded Praxly into Canvas as the primary means for teaching pseudocode in CodeVA’s course. Initial data collection from the current cohort of teachers indicates greater engagement and a deeper understanding of pseudocode compared to previous cohorts. Praxly is open source and freely available for anyone to use at https://praxly.cs.jmu.edu.","Ellona Macmillan, Chris Mayfield (James Madison University)",#StudentPosters,Posters,4,TRUE
81,Campus Health Tracker: A Location-Based Disease Monitoring App for College Students and Highly Populous Areas,Accepted,Primary,2,3 3,"Disease spread is a constant battle, and is something that will always occur as humans interact. The spread is heightened by denser populations, and causes small outbreaks to greatly expand if precautions are not taken. In particular college students fit into this category, as they live in densely populated areas, and as part of being a student interacts with many, increasing disease spread. Around 34 percent of students get diagnosed with a cold/virus or other respiratory illness every year, which detracts from the time they can spend in class or activities. Including other diseases, the numbers greatly increase. Though for most students the few days of class they miss can be inconsequential, students or individuals with immunodeficiencies and other impairments can be greatly affected. The aim of this project is to develop an application which notifies students or those in densely populated areas of diseases that are beginning to spread, and to be an assistant to assist in assisting one’s own health situation, and inform the users on possible diseases they may have contracted and precautionary steps to take depending on disease spread in the surrounding area. Increasing knowledge of the data, and providing information to better inform users on the specific diseases will help users understand their symptoms and aid as a preventative tool to prevent contracting in the first place. Additionally, the data collected in the app can provide a platform to initiate alerts and get a real time assessment of disease spread from in app reporting.","Samhita Gupta, Man Patel, Owen Stuckman (None)",#StudentPosters,Posters,4,TRUE
82,Dynamic Quantization: An Era of Reduction,Accepted,,2,3 3,"With the advancement of time, the size of machine learning models also has enhanced a lot as the parameters used with it. As a result, the memory footprint and latency have also been increased for these models. Quantization can play a major role in minimizing the memory footprint to some extent. But the presence of outliers in different weights and activation layers makes the static quantization somewhat ineffective leading to quantization error. Hence adapting dynamic quantization scheme may lead to minimizing quantization error. In our work we propose a dynamic quantization scheme where instead of applying static quantization scheme, we propose a nonlinear quantization scheme which is proportional to memory footprint also. Depending on the availability of memory, we opt for multiple quantized versions of the models which can be made available based on the available memory of mobile devices.",Farhana Amin (Virginia Tech),#StudentPosters,Posters,4,TRUE
42,FoodieSafety,Accepted,,2,3 3,"Food recalls in the U.S. reached a 10-year high in 2022 and continued to rise in 2023, with an 8% increase in recalls and record-breaking cases from the USDA. High-profile incidents, such as lead-tainted applesauce and Salmonella-contaminated cantaloupes, highlight the urgent need for a more effective food recall notification system. Government agencies, grocery stores, and manufacturers struggle to communicate recalls efficiently, and consumers often fail to act on alerts. To address this, we propose a web application aggregating food safety and recall data, empowering grocery shoppers with real-time alerts and expiration tracking. The project will span three semesters, each with a minimal viable product (MVP). Semester 1: Pull and display food recall data from the OpenFDA API, allowing users to subscribe to weekly recall newsletters by zip code. Stretch goal: Integrate USDA and CDC data. Semester 2: Implement barcode scanning and image upload to track grocery purchases in a backend database. Stretch goal: Personalized recall alerts. Semester 3: Notify users of upcoming food expirations and provide AI-generated recipes—stretch goal: Personalized price comparisons based on shopping habits. While existing solutions like ""Stop Foodborne Illness"" consolidate recall data, they lack engagement and personalization. Our app will offer real-time updates, barcode tracking, and AI-driven suggestions. Security and data privacy will be prioritized, ensuring user trust. Key stakeholders include consumers, government agencies, manufacturers, and retailers. By enhancing food safety awareness, our solution aims to reduce waste, improve consumer decision-making, and support public health.","Temitope Emokpae, Pranav Ramkumar (Virginia Tech)",#FlashTalks,Flash Talks,5,TRUE
57,Fairness Tools in Practice: The Researcher Perspective,Accepted,Primary,2,3 3,"As our society grows increasingly reliant on AI, the need for fairness in our models is paramount. A biased model can be devastating to oppressed people. In response, researchers and practitioners have rallied to develop and use tools that support fairness. To understand their practical implication, we designed an interview to curate experiences with fairness tools from researchers. In this paper, we discuss insights from our first round of interviews with researchers from Academia. Although numerous fairness tools have been developed, only a few industry developed(e.g, AIF360 and Fairlearn) are practically usable and commonly employed by researchers due to regular maintenance. The existing toolkit landscape is primarily equipped to solely handle textual data and lacks sufficient resources for language models. Our findings thus far provide insights into one perspective on fairness tool engagement; our future efforts will investigate experiences and perspectives on fairness tool support beyond research.","Sadia Afrin Mim, Brittany Johnson (George Mason University)",#FlashTalks,Flash Talks,5,TRUE
59,LLM-Driven Heuristic Evaluation of Code Snippets from Website Homepages,Accepted,,2,3 3,"Usability evaluations are critical in ensuring that applications meet user needs, yet traditional heuristic evaluations rely on human expertise and are often conducted late in the development cycle. With the increasing role of AI in software development, can we leverage large language models (LLMs) to detect usability flaws earlier? In this flash talk, we will share our experience using LLMs to evaluate code snippets for usability concerns at the programming stage of website homepages. We will discuss insights gained, the effectiveness of AI-driven analysis, and the challenges encountered in integrating LLMs into the usability evaluation process. This talk aims to spark a discussion on the role of AI in early-stage design assessments and its potential to reshape usability evaluation methodologies.","Nolan Platt, Ethan Luchs, Sehrish Basir Nizamani (Virginia Tech)",#FlashTalks,Flash Talks,5,TRUE
71,Exploring The Role of Electrodermal Activity (EDA) in Estimating Attention Via Wearable Devices,Accepted,,2,2 3,"Attention refers to an individual's alertness or ability to engage with their surroundings. It is closely associated with physiological arousal and can be assessed using Electrodermal Activity (EDA). Daily activities that involve cognitive, visual, and auditory stimuli can influence EDA and indicate variability in individuals' attention levels. Since EDA patterns are unique to each individual, it is essential to explore its role in detecting personal attention levels. Existing studies on this topic are primarily conducted in controlled environments, which limit their application to real-world, non-invasive, and unobtrusive data collection. In addition, acquiring labels for different attention levels remains a significant challenge, as it often depends on annotators or domain experts to label sessions. With In-Situ and Ecological Momentary Assessment (EMA) responses, understanding correlation between EDA and attention levels is necessary. This study aims to investigate the role of EDA in detecting attention levels during ongoing tasks. Specifically, we focus on determining how EDA data collected from non-invasive wearable devices is related to attention levels. To accomplish this, we initially use EDA recordings from 11 subjects collected from a publicly available Dataset. Furthermore, we explore how EDA patterns (Phasic and Tonic) vary within individuals during their daily activities. Future work involves the development of machine learning models to detect different attention levels using EDA. This study can contribute to enhancing user engagement and productivity in both educational and professional contexts.","Farina Faiz, Vivian Genaro Motti (George Mason University)",#FlashTalks,Flash Talks,5,TRUE
75,AI-Based Usability Evaluations of Low-Fidelity vs. High-Fidelity Prototypes,Accepted,,2,3 3,"Low-fidelity (lo-fi) prototypes, such as wireframes and sketches, are essential in early-stage design for exploring user interactions before high-fidelity (hi-fi) development. Traditional usability evaluations rely on human experts assessing designs against usability heuristics, such as Nielsen’s 10 Usability Heuristics. With advancements in artificial intelligence (AI), particularly large language models (LLMs) and computer vision-based tools, automated usability evaluation is becoming a viable alternative. However, the effectiveness of AI in identifying usability issues across different levels of prototype fidelity remains an open question.  This study investigates how well AI-driven models, specifically LLMs, detect usability issues in lo-fi prototypes compared to hi-fi prototypes. We analyze AI-generated evaluations using Nielsen’s heuristics, comparing them with expert human assessments. Key research questions include whether AI can effectively interpret low-fidelity designs, the accuracy of its heuristic-based feedback, and the potential gaps between AI and human evaluations. Findings from this research will provide insights into the strengths and limitations of AI for early-stage usability testing and inform how designers can integrate AI-based evaluation into iterative design workflows.",Sheikh Moonwara Anjum Monisha (Virginia Tech); Khairatun Hissan (Islamic University of Technology); Sehrish Basir Nizamani (Virginia Tech),#FlashTalks,Flash Talks,5,TRUE
80,Beyond the Surface: Rethinking Pulse Oximetry for Equitable Healthcare,Accepted,,2,2 3,"Pulse oximeters, which measure patient blood oxygen levels, are inherently biased. They demonstrate significant inaccuracies for patients with darker skin tones due to melanin interference, compromising a fundamental and preliminary step to all medical check-ups and processes. This heightens risks of occult hypoxemia among historically marginalized communities. Our previous research examined how these biases are perceived and addressed by medical and technical students and professionals at UMD, revealing an awareness gap that needs attention and calling for interdisciplinary collaboration. This work also underscored the importance of incorporating diverse datasets and other adjustments to mitigate racial disparities in SpO₂ measurement.   Building on these findings, our current study investigates the intersection of engineering design choices and clinical usage of pulse oximeters. Through semi-structured interviews with medical professionals and engineers, we seek to identify communication gaps and points of divergence in how these groups approach pulse oximeter accuracy across different skin tones. By analyzing how engineers rationalize wavelength optimization and how doctors interpret potentially flawed readings, we aim to uncover underlying biases and systemic barriers. Our findings will provide data-driven recommendations for manufacturers, advocating for more inclusive design strategies and fostering a collaborative framework that bridges technical feasibility with clinical applicability.","Arshnoor Bhutani, Mahi Sanghavi, Kristina Kramarczuk (University of Maryland, College Park)",#FlashTalks,Flash Talks,5,TRUE
76,Economic Impact of Decision-Making Software on Minorities,Accepted,,2,2 3,"I am interested in understanding more about the economic impact on minorities and vulnerable populations of decision-making software that calculates car insurance rates and prices of goods and wages. Does this decision-making software unfairly target these populations? If so, are there ways to make these decisions more transparent and to mitigate this bias? Can software companies be held accountable for biased decision-making software?",Erika Olimpiew (Virginia Tech),#BirdsOfAFeather,Birds of  Feather,6,TRUE
C3,CAPWIC Male Allies,Accepted,,,,,"J. Hott, S. McCrickard, S. Sheth, M. Stewart, M. Seyam",#BirdsOfAFeather,Birds of  Feather,6,TRUE
C4,Women and non-binary undergraduate students,Accepted,,,,,N. Andrus,#BirdsOfAFeather,Birds of  Feather,6,TRUE
13,Explaining in Diffusion: Explaining a Classifier Through Hierarchical Semantics with Text-to-Image Diffusion Models,Accepted,Primary,2,3 3,"Classifiers are important components in many computer vision tasks, serving as the foundational backbone of a wide variety of models employed across diverse applications. However, understanding the decision-making process of classifiers remains a significant challenge.  We propose DiffEx, a novel method that leverages the capabilities of text-to-image diffusion models to explain classifier decisions. Unlike traditional GAN-based explainability models, which are limited to simple, single-concept analyses and typically require training a new model for each classifier, our approach can explain classifiers that focus on single concepts (such as faces or animals) as well as those that handle complex scenes involving multiple concepts. DiffEx employs vision-language models to create a hierarchical list of semantics, allowing users to identify not only the overarching semantic influences on classifiers (e.g., the 'beard' semantic in a facial classifier) but also their sub-types, such as 'goatee' or 'Balbo' beard.  Our experiments demonstrate that DiffEx is able to cover a significantly broader spectrum of semantics compared to its GAN counterparts, providing a hierarchical tool that delivers a more detailed and fine-grained understanding of classifier decisions.",Tahira Kazimi (Virginia Tech); Ritika Allada (Vriginia Tech); Pinar Yanardag (Virginia Tech),#TechnicalTalks,Technical Talks,7,TRUE
18,"Ethical AI for Healthcare Systems: Uncertainty-Aware, Fair Federated Learning",Accepted,,2,3 3,"This paper proposes {\tt U-FARE}, an uncertainty-aware fair federated learning (FL) framework aimed at improving disease prediction in healthcare, with a specific focus on Alzheimer's disease detection. {\tt U-FARE} incorporates evidential neural networks (ENN) to quantify uncertainty, enhancing both model fairness and accuracy. The framework ensures group-level fairness, providing consistent model performance across diverse healthcare environments despite data heterogeneity. We evaluate {\tt U-FARE} on three real-world healthcare datasets—NACC, OASIS, and ADNI—comparing its performance to several state-of-the-art fairness-aware FL methods. Experimental results demonstrate that {\tt U-FARE} outperforms baseline methods in both prediction accuracy and fairness, effectively balancing these two crucial aspects. The results also reveal the trade-off between fairness and accuracy, where higher fairness levels may compromise prediction accuracy. {\tt U-FARE} achieves the highest accuracy (0.928) on the NACC dataset, consistently outperforms the competitive baseline q-FedAvg by 46\%, particularly when higher fairness constraints are applied, and outperforms methods like Ditto and q-FFL with minimal accuracy variance and loss disparity. This is the first approach to simultaneously optimize fairness and accuracy in FL for Alzheimer’s disease detection, providing a novel solution to the challenge of fair and effective AI in healthcare. The framework demonstrates the potential to address data heterogeneity while ensuring privacy and fairness in real-world applications.","dian chen, Qi Zhang (Virginia Tech); Lance Kaplan (US DEVCOM Army Research Laboratory); Audun Josang (Department of Informatics University of Oslo); Donghyun Jeong (Department of Computer Science and Information Technology, University of the District of Columbia); Feng Chen (The University of Texas at Dallas, Richardson); Jin-Hee Cho (Virginia Tech)",#TechnicalTalks,Technical Talks,7,TRUE
24,Enhanced methods for incorporating resiliency in UAV swarms,Accepted,,2,2 3,"UAV (Unoccupied Aerial Vehicle) swarms are excellent examples of a dynamic system whose target operating environment is filled with disruptions, making operations challenging. The swarm has to be resilient to failures and adapt, extend, bounce back, or withstand disruptions to prevent cascaded system failure. While there are several novel techniques for increasing the resiliency of mobile multi-agent robotic systems, this research addresses the challenge from two crucial standpoints. The first is a swarm-specific SAR (Search and Rescue framework). This framework deploys rescue robots to rescue other swarm agents that have faced disruptions. With advanced features such as an agent heartbeat signal detector and insights on agent failure, rescue agents can find and recover fallen agents, thereby preventing the loss of agents and increasing swarm rebound parameters. The second objective addresses the resiliency problem from the opposite standpoint by examining the disruptions that cause swarm failures. Multiple external disruptions that cause UAV failure are addressed, and techniques for simulating them are showcased. The advantages of disruption simulation and performance benchmarking of UAV swarms to disruptions are key takeaways of this section. These two techniques have demonstrated a significant methodology for researchers to understand the complex resiliency problem and create viable solutions to increase resiliency in Cyber-Physical Systems and networks.",Abhishek Phadke (Christopher Newport University),#TechnicalTalks,Technical Talks,7,TRUE
38,HealthLens: AI-Powered Insights for Healthcare Data,Accepted,,2,3 3,"The growing complexity of healthcare data demands efficient, accessible, and intelligent analytics. MediQuery is an AI-powered healthcare insights platform that enables medical professionals, administrators, and policymakers to seamlessly interact with vast healthcare datasets using natural language queries. By integrating Large Language Models (LLMs) and Retrieval-Augmented Generation (RAG), MediQuery transforms unstructured data into actionable insights—without requiring technical expertise.  Our system allows users to track patient vitals, analyze disease trends, manage prescriptions, and optimize ambulance response times, all within a secure, role-based environment. Powered by Flask, PostgreSQL, and AI-driven visualization tools, MediQuery dynamically generates SQL queries and Python-based visualizations, ensuring real-time, data-driven decision-making.  Beyond functionality, our research explores the ethical and technical challenges of AI in healthcare, including bias in LLM-generated insights, data privacy concerns, and the need for robust access control mechanisms.  At CAPWIC, we aim to showcase how AI can bridge the gap between medical expertise and data analytics, enabling smarter healthcare decisions, reducing inefficiencies, and **empowering","Nikhil Gaddam, Sreenidhi Gurunathan‬",#TechnicalTalks,Technical Talks,7,TRUE
14,Breaking Machine Learning Models to understand Security Implications,Accepted,Primary,2,3 3,"Deep learning models are widely used in critical applications, from image recognition to autonomous systems. However, these models are highly vulnerable to adversarial attacks—small, often imperceptible modifications to input data that can cause misclassification. This hands-on workshop is designed for beginners and introduces adversarial machine learning, focusing on attacking deep learning models to understand security implications.  In the first part, attendees will learn the fundamentals of deep learning models, how they process inputs, and why adversarial attacks pose a security risk. Through real-world examples and a demonstration of pixel-based perturbations, we highlight the risks introduced by these attacks. Participants will set up Google Colab, install Adversarial Lab, and run their first Fast Gradient Sign Method (FGSM) attack on the Inception V3 model, observing how small changes deceive the model.  The second section examines additive attacks using PGD and C&W methods, explaining key parameters such as epsilon and scale while visualizing noise evolution through plots and videos. We explore the mathematical foundations of adversarial noise generation and optimization, enabling participants to manipulate attack strength and analyze model vulnerabilities.  Finally, we introduce black-box attacks, where an adversary has no knowledge of the model's parameters. By simulating a black-box scenario and launching a ZOO-based attack, attendees will understand how real-world attackers operate. We conclude with discussions on security implications and open challenges in adversarial machine learning.  This workshop is intended towards beginners and no prior experience with adversarial attacks is required, however, basic math and python experience is recommended.",Pavan Reddy (The George Washington University),#TechnicalWorkshops,Technical Workshops,8,TRUE
C5,Cybersecurity: Strengthening Workforce Education Excellence in Programming Securely (SWEEPS),Accepted,,,,,"D. Kariuki, I. Ngambeki",#TechnicalWorkshops,Technical Workshops,8,TRUE
